label	pathotype	ref_start	ref_end	qry_start	qry_end	ref_len	qry_len	identity	ref_contig	qry_contig	tier
K12_NCM3722	K12	4661701	4674550	451684	464533	12850	12850	98.39	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4677178	4685778	464685	473284	8601	8600	96.98	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4685947	4686268	473453	473774	322	322	85.45	NC_002695.2	NZ_CP011495.1	MODERATE
K12_NCM3722	K12	4693699	4698463	483207	487971	4765	4765	97.99	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4705407	4732297	488178	515069	26891	26892	99.01	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4732293	4776329	516264	560339	44037	44076	98.49	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4776319	4793948	560103	577705	17630	17603	97.87	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4794960	4797044	577834	579918	2085	2085	98.8	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4799736	4823856	580841	604954	24121	24114	98.57	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4823741	4836902	605036	618193	13162	13158	98.24	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4836873	4852490	618332	633992	15618	15661	98.3	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4852551	4865219	634165	646834	12669	12670	97.31	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4866258	4875611	647028	656453	9354	9426	96.91	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4877658	4891707	656453	670495	14050	14043	97.55	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4893486	4894805	670663	671982	1320	1320	95.68	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4894673	4918938	672126	696296	24266	24171	98.47	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4920466	4928897	696387	704817	8432	8431	98.22	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4934418	4935056	704825	705461	639	637	94.37	NC_002695.2	NZ_CP011495.1	MODERATE
K12_NCM3722	K12	4935064	4960456	705595	730986	25393	25392	97.78	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4960356	4967673	731132	738449	7318	7318	98.4	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4970375	4977660	738523	745805	7286	7283	98.52	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4981054	4988775	749452	757171	7722	7720	98.95	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	4988797	5010993	757314	779581	22197	22268	98.67	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5011457	5022097	780066	790705	10641	10640	98.06	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5022212	5038751	791226	807764	16540	16539	97.78	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5083838	5084743	807860	808765	906	906	97.02	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5084748	5102756	808902	826896	18009	17995	98.61	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5102725	5149246	826956	873525	46522	46570	97.75	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5149110	5159571	873715	884189	10462	10475	98.29	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5168946	5180959	891325	903414	12014	12090	95.85	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5180781	5229033	903636	951895	48253	48260	98.95	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5229018	5239711	952040	962734	10694	10695	98.75	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5239899	5281841	963477	1005418	41943	41942	98.58	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5281836	5283588	2755294	2757046	1753	1753	97.66	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5283589	5334517	1005418	1056323	50929	50906	98.03	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5334547	5336339	1056452	1058244	1793	1793	96.38	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5336327	5339960	1059008	1062640	3634	3633	98.21	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5340051	5345820	1062539	1068308	5770	5770	98.96	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5345911	5347211	1073396	1074696	1301	1301	97.31	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5357422	5357496	1074671	1074745	75	75	100.0	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5359518	5359765	1113138	1113384	248	247	89.52	NC_002695.2	NZ_CP011495.1	MODERATE
K12_NCM3722	K12	5390822	5391011	2547754	2547944	190	191	94.76	NC_002695.2	NZ_CP011495.1	MODERATE
K12_NCM3722	K12	5391078	5391545	2548097	2548633	468	537	81.85	NC_002695.2	NZ_CP011495.1	DIVERGED
K12_NCM3722	K12	5391646	5416427	1113481	1138348	24782	24868	98.07	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5422093	5424063	1138421	1140391	1971	1971	81.95	NC_002695.2	NZ_CP011495.1	DIVERGED
K12_NCM3722	K12	5426967	5435186	1140584	1148788	8220	8205	96.04	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5437425	5437880	1156375	1156830	456	456	94.96	NC_002695.2	NZ_CP011495.1	MODERATE
K12_NCM3722	K12	5445699	5449253	1164777	1168331	3555	3555	97.97	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5450076	5464653	1168468	1183035	14578	14568	98.68	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5464565	5472635	1183183	1191332	8071	8150	97.72	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5472454	5479740	1191353	1198640	7287	7288	98.44	NC_002695.2	NZ_CP011495.1	CONSERVED
K12_NCM3722	K12	5480028	5498578	1199971	1218521	18551	18551	98.63	NC_002695.2	NZ_CP011495.1	CONSERVED
B_C41DE3	LAB_B	14314	15559	4415943	4417184	1246	1242	91.26	NC_002128.1	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	14767	15562	4420962	4421756	796	795	86.7	NC_002128.1	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	54833	55210	2828685	2828280	378	406	84.24	NC_002128.1	NZ_CP010585.1	DIVERGED
B_C41DE3	LAB_B	91667	91870	2827815	2828017	204	203	92.68	NC_002128.1	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1	15407	1	15388	15407	15388	98.71	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	15396	20630	16726	21961	5235	5236	97.69	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	23073	24412	21959	23290	1340	1332	93.81	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	24405	54726	24059	54507	30322	30449	97.74	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	55375	63153	54595	62373	7779	7779	99.18	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	64620	80465	62492	78450	15846	15959	97.33	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	81476	83421	78452	80397	1946	1946	96.82	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	83462	116038	81659	114237	32577	32579	98.54	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	116040	132225	114355	130540	16186	16186	98.51	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	132256	152328	130688	150743	20073	20056	98.31	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	152530	154206	150742	152418	1677	1677	94.28	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	161618	177768	160147	176288	16151	16142	97.52	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	177801	188445	176444	187088	10645	10645	98.95	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	188575	196117	187931	195473	7543	7543	98.45	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	196121	232026	195619	231530	35906	35912	98.7	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	232081	235296	231678	234893	3216	3216	98.41	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	235493	240641	234868	240015	5149	5148	98.49	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	240756	241541	240138	240918	786	781	95.17	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	273870	277289	1484348	1487765	3420	3418	95.47	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	277463	282231	243967	248736	4769	4770	97.25	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	282197	291252	248803	257930	9056	9128	95.74	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	291317	296188	257923	262794	4872	4872	98.48	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	296180	300076	263563	267459	3897	3897	98.41	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	305733	306253	890764	890244	521	521	93.67	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	306811	307109	891571	891870	299	300	86.05	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	309849	310268	3716434	3716015	420	420	96.43	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	323515	323995	267425	267906	481	482	98.34	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	330125	345357	267902	283130	15233	15229	98.11	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	347800	348665	283123	283990	866	868	97.81	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	353381	354888	283990	285496	1508	1507	97.75	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	357931	359427	285518	287027	1497	1510	91.1	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	360153	368187	287066	295102	8035	8037	98.56	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	373135	379201	295100	301164	6067	6065	97.71	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	383848	391613	301988	309743	7766	7756	96.22	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	391347	394159	309384	312196	2813	2813	96.48	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	399423	406388	312354	319322	6966	6969	97.91	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	406294	411092	319502	324304	4799	4803	98.0	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	411692	414650	324247	327209	2959	2963	97.31	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	414465	424357	327210	337115	9893	9906	97.39	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	426192	433564	337126	344498	7373	7373	98.62	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	433524	435627	344660	346764	2104	2105	98.05	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	435520	438072	346757	349309	2553	2553	97.42	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	446197	451004	351081	355886	4808	4806	97.15	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	451107	451338	355988	356219	232	232	95.69	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	452877	468383	357740	373228	15507	15489	98.21	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	470323	470692	373234	373603	370	370	95.68	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	471055	471189	373594	373727	135	134	97.04	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	471181	473259	374496	376572	2079	2077	99.13	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	473163	486314	376580	389734	13152	13155	98.82	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	487974	494107	389745	395879	6134	6135	98.76	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	494795	501356	395940	402501	6562	6562	98.46	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	503340	504331	402562	403553	992	992	98.08	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	504331	512727	403678	412074	8397	8397	97.37	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	512829	524852	414457	426483	12024	12027	99.03	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	524840	555964	427821	458944	31125	31124	98.71	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	556022	563716	459172	466866	7695	7695	98.83	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	563770	574508	467024	477763	10739	10740	98.57	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	574372	579586	477829	483043	5215	5215	97.76	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	605061	605564	483045	483547	504	503	93.85	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	608227	620772	483576	496127	12546	12552	97.16	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	620577	657261	497128	533894	36685	36767	98.21	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	675118	675939	550996	551819	822	824	94.9	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	675960	679642	551981	555663	3683	3683	96.58	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	679645	690109	555791	566275	10465	10485	98.17	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	690268	690513	568250	568496	246	247	96.36	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	691005	706197	569834	585027	15193	15194	97.47	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	706195	717890	585211	596896	11696	11686	97.54	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	719308	720979	597667	599338	1672	1672	98.86	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	720994	733281	599469	611756	12288	12288	98.86	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	733514	758924	612525	637925	25411	25401	98.61	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	761540	766262	637745	642466	4723	4722	96.7	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	766259	769353	643909	647003	3095	3095	98.09	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	769508	779541	649223	659251	10034	10029	98.04	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	779571	795270	659421	675118	15700	15698	98.46	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	795256	798936	676796	680475	3681	3680	95.6	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	799475	808317	680921	689764	8843	8844	97.7	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	810704	814218	691671	695189	3515	3519	98.12	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	814219	815509	3486618	3487908	1291	1291	97.99	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	815591	817547	697616	699572	1957	1957	96.07	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	817700	828985	699618	710906	11286	11289	89.71	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	829294	829456	711215	711377	163	163	87.12	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	829849	839415	711773	721339	9567	9567	99.0	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	839430	841617	721626	723813	2188	2188	98.77	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	855589	865055	729746	739290	9467	9545	97.3	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	865038	865679	739373	740014	642	642	98.13	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	865375	872291	739932	746826	6917	6895	97.51	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	887194	887321	555660	555787	128	128	100.0	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	889538	891362	746825	748649	1825	1825	98.36	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	891356	892736	753092	754476	1381	1385	97.18	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	901882	902760	545647	546525	879	879	90.1	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	903300	903408	547248	547356	109	109	97.25	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	918412	921665	783677	786930	3254	3254	95.36	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	929505	954608	791131	816229	25104	25099	97.67	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	957416	970040	816967	829580	12625	12614	97.94	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	970049	988583	829733	848270	18535	18538	98.35	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	988687	1000997	848271	860581	12311	12311	98.55	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1001994	1013277	860624	871908	11284	11285	99.1	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1013251	1024923	892667	904339	11673	11673	98.09	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1028442	1033083	904548	909189	4642	4642	95.56	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1035651	1046072	909242	919662	10422	10421	97.22	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1046425	1056980	920053	930604	10556	10552	98.72	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1056916	1079887	930896	953863	22972	22968	98.69	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1079928	1113973	955375	989419	34046	34045	98.75	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1113955	1161156	989573	1036773	47202	47201	98.68	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1172547	1172842	1591843	1591548	296	296	91.55	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1174465	1174938	1591446	1590973	474	474	94.75	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1210854	1246166	1036678	1071952	35313	35275	97.72	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1250981	1254736	755468	759224	3756	3757	97.44	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1254966	1255032	759473	759539	67	67	98.51	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1255422	1255493	759913	759985	72	73	90.54	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1308858	1309466	1071936	1072610	609	675	88.02	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1309444	1321776	1072763	1085096	12333	12334	98.08	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1324321	1337338	1085510	1098528	13018	13019	99.35	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1370537	1370611	1099888	1099962	75	75	100.0	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1384474	1384843	3721814	3721445	370	370	98.65	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1384839	1385772	4420629	4419696	934	934	99.46	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1395851	1396187	4420627	4420963	337	337	99.41	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1400361	1400758	4410561	4410173	398	389	84.46	NC_002695.2	NZ_CP010585.1	DIVERGED
B_C41DE3	LAB_B	1427826	1428599	4431195	4430423	774	773	99.1	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1427827	1428602	2563902	2563127	776	776	90.85	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1442960	1443156	2943339	2943536	197	198	95.96	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1456842	1493844	1100127	1137129	37003	37003	98.61	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1493949	1538285	1137268	1181612	44337	44345	98.56	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1538277	1539657	1182381	1183760	1381	1380	98.04	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1539683	1541622	1185071	1187010	1940	1940	98.92	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1586174	1586884	1972889	1973599	711	711	99.44	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1590033	1594719	1186999	1191685	4687	4687	98.98	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1610171	1618289	1191676	1199793	8119	8118	98.65	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1621415	1623810	536614	539019	2396	2406	98.05	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1624159	1625710	540902	542455	1552	1554	93.58	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1627037	1648443	765483	786899	21407	21417	96.98	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1649509	1650557	787981	789029	1049	1049	87.32	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1665188	1685601	1211723	1232084	20414	20362	98.12	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1686912	1688033	1232082	1233203	1122	1122	98.84	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1694830	1700265	1233885	1239333	5436	5449	98.55	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1700266	1716104	1242470	1258237	15839	15768	98.3	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1715104	1724832	1257766	1267497	9729	9732	98.81	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1724837	1732266	1267625	1275054	7430	7430	98.78	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1732242	1757642	1274852	1300252	25401	25401	98.9	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1764421	1765193	1593646	1592870	773	777	86.39	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1769393	1770518	1591280	1590168	1126	1113	85.76	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1770929	1771329	1590156	1589753	401	404	89.85	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	1796689	1798294	548932	550537	1606	1606	95.27	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1815697	1826283	1300132	1310718	10587	10587	97.56	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1826275	1826732	1311486	1311943	458	458	95.2	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1826732	1852004	1312243	1337529	25273	25287	98.41	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1859891	1870583	1338188	1348879	10693	10692	98.24	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1870585	1898675	1349006	1377091	28091	28086	97.15	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1899340	1899478	1377091	1377229	139	139	97.12	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1900375	1909303	1377246	1386175	8929	8930	98.67	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1910614	1925225	1386173	1400785	14612	14613	98.76	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1926725	1929090	1400784	1403149	2366	2366	99.37	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1972459	1983840	1410356	1421760	11382	11405	97.09	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	1990529	2002987	1427846	1440304	12459	12459	97.38	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2004810	2008474	1440449	1444113	3665	3665	98.39	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2008464	2020808	1444880	1457223	12345	12344	98.77	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2020809	2044212	1458972	1482374	23404	23403	98.42	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2046626	2049793	1482383	1485556	3168	3174	93.03	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	2050813	2052325	242497	243951	1513	1455	93.46	NC_002695.2	NZ_CP010585.1	MODERATE
B_C41DE3	LAB_B	2052375	2064801	1488682	1501120	12427	12439	97.0	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2065443	2065768	1501109	1501434	326	326	97.85	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2067308	2114368	1501429	1548465	47061	47037	98.35	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2115032	2115206	1548466	1548639	175	174	96.57	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2115331	2116602	1548751	1550016	1272	1266	97.01	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2116605	2118306	1550637	1552343	1702	1707	96.73	NC_002695.2	NZ_CP010585.1	CONSERVED
B_C41DE3	LAB_B	2128325	2143474	1552341	1567499	15150	15159	98.14	NC_002695.2	NZ_CP010585.1	CONSERVED
